"user","viz","accuracy","difficulty"
"So6vS7RTzcjczT2Ez","dots",0.75,"medium"
"TX9Dts9gXNPXMz8rB","dots",0.25,"medium"
"TkfAAFTqB28dK39oz","dots",0,"medium"
"WP5PCfQxB3wEAurmg","dots",1,"medium"
"XYBg97mNbPsE3LvZ3","dots",0,"medium"
"Xvfo9pTPRFTcRWZjk","dots",1,"medium"
"YuvzrAZxcQM3iybyi","dots",1,"medium"
"Z6Hs8C578xLyc3mPW","dots",0,"medium"
"bLmrD6kL2LcejcDGG","dots",0.75,"medium"
"bNfX5RtGxcjjEaQnm","dots",0.75,"medium"
"ciXN2wMuNmuSQ39g2","dots",1,"medium"
"eFKFSc7w9LpttzJXf","dots",0,"medium"
"eH6KnmqCsvg7MYmLA","dots",0.75,"medium"
"eneTp6w6pA84Mei59","dots",1,"medium"
"fZtpasQDW9KEkvNvm","dots",0.75,"medium"
"gg3R6eX4snK5WPerg","dots",1,"medium"
"gkKbippZgDj7cmuE5","dots",1,"medium"
"gmhXAx3kc6sHGYumc","dots",1,"medium"
"gmmuoNCkMmb4GrMiY","dots",1,"medium"
"h5YWLzcpNyYqbXw6v","dots",0,"medium"
"iZbujpH9ftg6KsTR6","dots",1,"medium"
"in8NNmBKCnkoLWHvR","dots",1,"medium"
"jXZn9X83ef2JJBFwg","dots",1,"medium"
"jpmvJFJDkAy6Qsaxi","dots",0.25,"medium"
"kR9gXGwgC2SnJsu6q","dots",1,"medium"
"mHBGJAQ8ExL8qY4gi","dots",0.75,"medium"
"mjy4Mv3a2yGaMpc4E","dots",1,"medium"
"nFDdWcuugyswBQCMR","dots",1,"medium"
"oA48TCv4sRFG3ocsX","dots",1,"medium"
"oTWN3XnRXhqpNGZsP","dots",1,"medium"
"paX4nvBm9jwDpdR2J","dots",0.75,"medium"
"qgzmQ77MB9AKcE9Fy","dots",1,"medium"
"qzH7FmBcioiJyuEnY","dots",1,"medium"
"rdBwKfSNTAKQWpsGh","dots",1,"medium"
"rvn8bRwTMatqzgReu","dots",1,"medium"
"s3gy6QAtbGfSsgnXT","dots",0.75,"medium"
"sGYHFWE6HoCL7BoJg","dots",1,"medium"
"tjHryQhhrgRv3h48J","dots",0.75,"medium"
"toJyc3up66AxtgvGn","dots",1,"medium"
"tu5iL4cwMnkixZFxs","dots",1,"medium"
"uMwnMRnysYSSHpj3X","dots",1,"medium"
"vZtpvuvY6fsNSzFsW","dots",1,"medium"
"wC882gjwdsRsQ8iiS","dots",0.25,"medium"
"wGNymGb9TrqzwJTbo","dots",1,"medium"
"wThHEfiYtJwhzCsau","dots",1,"medium"
"whoCwcBHkH2qigHRq","dots",0.75,"medium"
"xqXfF5CnyCgkFJ6a3","dots",0.75,"medium"
"y6hCAEa6pDy8Gbm67","dots",0.5,"medium"
"yDuMqTgtWc4G2LQR7","dots",0.5,"medium"
"yqGbGwB4rJziABCxB","dots",1,"medium"
"28CHCCaX86Minmj7c","chart",0.75,"hard"
"2MRCHFhT65vrXtvJz","chart",1,"hard"
"2MejMZLQaWQznRtE2","chart",0.75,"hard"
"45jqgtswH3drmsjx5","chart",0.5,"hard"
"4zRq6hPsqtP7FZbhx","chart",0.5,"hard"
"5JDFvPXkSznwyMAC5","chart",0.5,"hard"
"6mKtSBrzBBPyic4HP","chart",0.75,"hard"
"7SnZEt5u4cDaQp3Ti","chart",0.25,"hard"
"7u5XdW2fvvpQyQEw2","chart",1,"hard"
"8GZPtZAAnG8Fm4ciK","chart",0.5,"hard"
"9pdsf5midvhEDBrQa","chart",1,"hard"
"BcJjiDTZjYJvWTCe3","chart",1,"hard"
"CKf5XfBAJpfcGsvT2","chart",0.75,"hard"
"D6XMoj2aKSjtJSEJf","chart",0.75,"hard"
"EmzJRiyqRKCougYZN","chart",0.25,"hard"
"Exj6H7bRPSCjPigQm","chart",0.75,"hard"
"G6zbMK6ZZ9JcN7KgD","chart",0.25,"hard"
"GDZ999tSLx7bJTjCH","chart",0.5,"hard"
"HCJjRGzyJLFgbeDem","chart",1,"hard"
"Ke592aJdjyNZ4ntW3","chart",0.75,"hard"
"KmKn9NMEfj2whSPT2","chart",1,"hard"
"LsyvaxixbfNLFBxLj","chart",0.75,"hard"
"PKgrWHAhesWh7iJ6z","chart",0.75,"hard"
"PpXojivkwpZLtvhh7","chart",1,"hard"
"QzCkGfR5Sqv6EkKD5","chart",1,"hard"
"R2xdmvvBWBFZjLLLj","chart",0.75,"hard"
"R3xdYFqaJp4J3wGF7","chart",1,"hard"
"RHxAXBeu3bNHSrwrH","chart",1,"hard"
"SQGukoGkEKRKRwcDQ","chart",1,"hard"
"SRXvtxnkZ3oFdqzLQ","chart",0.75,"hard"
"SbBJYTDgm6FCG7xGG","chart",1,"hard"
"Snxk6v7KGNcD3omw3","chart",1,"hard"
"SyhdSuB4y9NgPMA6H","chart",1,"hard"
"W9KmHzPDL9zgejZBv","chart",1,"hard"
"WT6eAuzxb2q9D2dKy","chart",0.75,"hard"
"Y8MQD9crBw3XCtvHa","chart",0.75,"hard"
"Y8eiaT7fnGm8vH2s9","chart",1,"hard"
"YL7udNgoFoKPu5hF5","chart",1,"hard"
"Yr5Zvv6H9SZSqizrr","chart",1,"hard"
"ZBLBSAhYkJ4YhKXHy","chart",1,"hard"
"ZLTTgMCadn3BcvAuZ","chart",1,"hard"
"Zozdc9QR8pqdDuEwD","chart",0.25,"hard"
"ZvNs6QCxpMBYhpfAo","chart",0.75,"hard"
"aKpbREh99H6n95KiC","chart",1,"hard"
"bByT7Rh9roCmbqaGC","chart",0.75,"hard"
"bsEpkh7YojCJLghEd","chart",0.75,"hard"
"cgYyY4fTJXA56ctZL","chart",1,"hard"
"cr57saSB3apE9rfTz","chart",0.75,"hard"
"d4WEZyZkMm48TdGgs","chart",0.5,"hard"
"dYCJXPSnQ9T3YobK4","chart",1,"hard"
"dZ8KiZZ2E3tazJAkN","chart",1,"hard"
"deejY9yj8hNefPrXY","chart",0.75,"hard"
"dmd8zDgoEDghk799k","chart",0.75,"hard"
"g5GEZn5hfoCkLqBLv","chart",1,"hard"
"gfs5G7LwXHLy9S5MP","chart",1,"hard"
"ghaAPFo6Xv3B9BZLK","chart",0.75,"hard"
"hPNTYGwERATDGDmLd","chart",0.75,"hard"
"iQNwNrzPorJeZRigg","chart",0.75,"hard"
"iZc3BMSXq68FKL3J8","chart",0.75,"hard"
"jW8hRMBPdt2SJEhZK","chart",1,"hard"
"k3iaj4mXTYFhTQGFJ","chart",0.5,"hard"
"kE4E4E2Zi474xtpKz","chart",0.75,"hard"
"mTp5RGkhAozn3pQki","chart",1,"hard"
"nisosFZ4dTEcXEdk3","chart",0.75,"hard"
"oS6C28ZBbcjF9ig5X","chart",1,"hard"
"op7kCpeMH7kgetiMX","chart",0.75,"hard"
"pBWdGHFmTu4Qw4snK","chart",0.75,"hard"
"pBZkpnAEoktK8YKwE","chart",1,"hard"
"qJgXxS5NHQc7JKZkA","chart",0.5,"hard"
"qtXFYALWvHiRafMvt","chart",0.75,"hard"
"rd8ivR2ve6AZXcqWp","chart",1,"hard"
"rpWb9YHJxpBKBy7pb","chart",0.75,"hard"
"sF9AdTFX7AJhypvCG","chart",0.5,"hard"
"t44ry6X7EnsvdqB6P","chart",1,"hard"
"tPBRJZguAyGyNN4H8","chart",1,"hard"
"tk8k2evrrS3s6Yw36","chart",0.25,"hard"
"vAm5piEWXfCXNsY7B","chart",0.75,"hard"
"vF4rwKEvi8otv5Pmx","chart",0.75,"hard"
"vKEtys3s8MppqDY9s","chart",0.75,"hard"
"w9xJDy63X4ixWuFvo","chart",1,"hard"
"wHETwTGT8FX5gYBH3","chart",0.5,"hard"
"xHrZaMN5Gg4n9xQsT","chart",0.75,"hard"
"xsLJWtHndc8s8WCce","chart",0.75,"hard"
"zncMWhGYQGmJSzXqa","chart",1,"hard"
"2Q34zAD2zTXRBaKu8","series",0.75,"hard"
"2pWSXLKqvCx7eLRHz","series",0.75,"hard"
"44MoHdTtHYg8Qim7C","series",0.75,"hard"
"5jp6HzWG9rMCBuRir","series",0.25,"hard"
"67e6Jh7hWzotbX4Er","series",1,"hard"
"6YiN7fLiZ8SDvsbLQ","series",0.75,"hard"
"6zyqucmdag4Xa4iSN","series",0.75,"hard"
"7kwt7pEsqN4qM28QR","series",1,"hard"
"7rxAoRJmJHaX26cqT","series",0.75,"hard"
"83NZFPecaGdFaxyyt","series",0.5,"hard"
"8mqew4zMANoi4fjsz","series",0.75,"hard"
"9bnFuHDpLcZFdwqxW","series",0.75,"hard"
"BgpK75C5uxeoHow2C","series",0.5,"hard"
"CBdaPJBEBq2xTJvgi","series",0.75,"hard"
"CzQsYF2oyREYEL3px","series",1,"hard"
"DAK7qCYagGXaKmTZy","series",1,"hard"
"DpfKW34oXPR9XvjKQ","series",1,"hard"
"EB2LaCrRfSNBuQ4vZ","series",0.75,"hard"
"EbtiYzqZtKd68LSjv","series",0.75,"hard"
"Eqn4ype3Z9xvpy6jD","series",0.5,"hard"
"FMACGWEb2mpFmzcy8","series",1,"hard"
"FTWQdHzfYQebiCvue","series",0.75,"hard"
"FqCqdGdj9BARepSne","series",0.75,"hard"
"HR5hGs4XkMDoDYfhQ","series",1,"hard"
"HStqpovWTqfwSwfpC","series",1,"hard"
"HSzZRx9bSdXWiRdLk","series",1,"hard"
"HYLe8iN7tKsJQZQjt","series",0.75,"hard"
"HpKs8JeagNQCAHcYx","series",0.75,"hard"
"HttjEXro9w8B2reDD","series",0.75,"hard"
"JqfvicGQJXeeKRJ64","series",0.75,"hard"
"JtNC5LZmmsmt7BrXm","series",0.25,"hard"
"KBG93DoQC4YeksP73","series",0.75,"hard"
"KDkcqMDJgbEfuyecm","series",0.75,"hard"
"KSaHABwnWq7vMF8ud","series",1,"hard"
"KXyDP5KMrmHR7bWvw","series",0.5,"hard"
"KeeScEwzE7d7Y8pjM","series",0.75,"hard"
"Ks7TdoNZwHMhapYuY","series",0.75,"hard"
"L6hhWSmzt5Gre4bMc","series",1,"hard"
"NLnWB24ANhreeNFuh","series",0.5,"hard"
"NZrcevWgubZ6E9Lc4","series",0.75,"hard"
"NisupxDZ8oQayBpB5","series",1,"hard"
"NzaXeMLv7jexivZFF","series",0.75,"hard"
"SQHrrqMRPZPWfD6d3","series",0.25,"hard"
"SphgvbbrKkYNYaWNd","series",0.75,"hard"
"TJadZckir3gGdGQj9","series",0.75,"hard"
"TZKHo2T9ywkiKhPyX","series",0.75,"hard"
"TbhJt2kCMtWXJ387e","series",0.75,"hard"
"W7XciYuzprjnwgbTP","series",0.75,"hard"
"WW9zqyfyPHjFS6fPR","series",0.75,"hard"
"We3Btupw8RnuCSnYC","series",1,"hard"
"YDbqWAi595CRKxbjf","series",0.5,"hard"
"YJzWPZRYPHG3rRrBw","series",0.75,"hard"
"YSX6542MwRYTZdDFW","series",1,"hard"
"Z3aTLPbG8wvPy6TzA","series",1,"hard"
"ZHNtTdcsi2rTaqr3H","series",0.75,"hard"
"ZinxDRBpTmbfPbyh3","series",0.25,"hard"
"anADbMMrWqwy5fpXL","series",0.5,"hard"
"dLfWKPg4vzZENza7s","series",1,"hard"
"dtQA2mR79kEjZbCtx","series",0.75,"hard"
"eJLcPS8n3aLYMZetQ","series",0.75,"hard"
"eWYf558HzqZYTLXjd","series",0.75,"hard"
"eneKDk3QDTpghzkg5","series",0.75,"hard"
"fJ9m7KSykZNBKraP9","series",0.5,"hard"
"fnybrL5hbku3RuxsW","series",1,"hard"
"fqMr9DzgADfvbhEFP","series",0.75,"hard"
"g8752kBeS4S7Q2bFZ","series",1,"hard"
"gjHnYbyFFisfigApY","series",0.75,"hard"
"hgYDJshRwxs7egfvX","series",0.5,"hard"
"iACT8Wc9PosXt7xH6","series",1,"hard"
"jT3SAdPp5gfHr4k4n","series",0.25,"hard"
"jbuSnNTzpPv7iQPGq","series",0.75,"hard"
"kJCFGZGPqBPM5NiEu","series",0.75,"hard"
"kuA7hMBw2iFfwZ9fw","series",0.75,"hard"
"mh9p2kSQWvM8uAEK7","series",0.75,"hard"
"nAPiCihqksXL2XbTM","series",0.75,"hard"
"nPCqhcMdGm39zbLEe","series",1,"hard"
"nnqqJDqAKBySbdvdE","series",0.75,"hard"
"obXkTyEzXzSrubofE","series",0.5,"hard"
"qNMBxhDWJv2wbJPzh","series",0.75,"hard"
"qZwnWqNYBMnLCHzz2","series",1,"hard"
"qjzv49dPMBpv5LSyA","series",1,"hard"
"rP3cpBASPsit6sCMQ","series",0.75,"hard"
"sndaJBRShTy4bzbPq","series",0.5,"hard"
"stmcDKF2QPkaxzcxZ","series",0.5,"hard"
"uTbjZ8i4j5enGeHvQ","series",0.75,"hard"
"uf8PMATFx4hCcscLz","series",0.75,"hard"
"vF6k2cJjTXN2jH9Jj","series",1,"hard"
"vSzr7miAEFuvzip2b","series",1,"hard"
"vTe2CEZbj9q8wkhYc","series",0.75,"hard"
"vhAsiBXaDHghxPSTn","series",0.5,"hard"
"wHpjq3hzhkJu5kNHm","series",0.75,"hard"
"wRfXsATRbv699hZeG","series",0.75,"hard"
"wpHaTDLSHxwWcei3T","series",0.75,"hard"
"wsybRyehJdJyxLfCS","series",0.75,"hard"
"wtNK7f3ZzgkWHgCEN","series",1,"hard"
"wyjoPhnY2LzWWZAAh","series",0.75,"hard"
"xrzoyr6xvKMK57tSi","series",0.75,"hard"
"yMWvDqhxa73veYGvv","series",0.75,"hard"
"44Q3cDweeZi2KdNrQ","dots",0.75,"hard"
"49wAhBNrW23jx3XXn","dots",0.75,"hard"
"4k5RPShwnGPRsGyT5","dots",1,"hard"
"4yFSjAcLo8Xpb5NBr","dots",0.75,"hard"
"565FWNPmM73esEnv7","dots",0.25,"hard"
"5L4DdJBz8gq2Fug2c","dots",0.25,"hard"
"6bJLH7KTRKX24rdzY","dots",0.75,"hard"
"6hgn73CdCNRrsor7j","dots",1,"hard"
"6saGvz5mG5TgySvef","dots",1,"hard"
"6uWMQQ6rvPijqaHNb","dots",0.75,"hard"
"6w7CZYGQNDrpj7Dfp","dots",0.5,"hard"
"7mkiJ4PwnZGd2X5r3","dots",1,"hard"
"7sxqmnM8jPLCjgvur","dots",0.5,"hard"
"BGRvy45SSZdLGcDG9","dots",0.5,"hard"
"BRKEpiDsoBxXrNKWE","dots",1,"hard"
"ChMyMnHcj3MDEjgQT","dots",0.75,"hard"
"DAF22qWpCZ47gHCzY","dots",0.5,"hard"
"DejXtMhqHs5NKZnzH","dots",0.75,"hard"
"G6dBvgqckNkQ6g2gB","dots",0.75,"hard"
"GEZt6ZhsCGbMQtuXb","dots",0.75,"hard"
"GJs3xFDrbmEwXYAkh","dots",0.75,"hard"
"GM4BbQSYSjxzjrERS","dots",0.5,"hard"
"JTxorRPnKEGqjSq4K","dots",0.5,"hard"
"Je8XpG9m9hC9hToY4","dots",0.5,"hard"
"JkH5ARHNWebYz6nGM","dots",0.5,"hard"
"JodzAGSWFtbvdeSqk","dots",0.25,"hard"
"KT37QyJpjP4JnFivG","dots",0.75,"hard"
"LHMtg4o7REozFZQst","dots",0.75,"hard"
"LzuRw7CoatTcNqkTa","dots",0.25,"hard"
"NQCMNnTz4xWZApaQB","dots",0.25,"hard"
"NWX67F5zDpwL4WnxW","dots",0.75,"hard"
"PwEBrnoa3rZjouL34","dots",0.75,"hard"
"QYunZ6tMA7J26vjAd","dots",0.25,"hard"
"So6vS7RTzcjczT2Ez","dots",0.5,"hard"
"TX9Dts9gXNPXMz8rB","dots",0.5,"hard"
"TkfAAFTqB28dK39oz","dots",0.5,"hard"
"WP5PCfQxB3wEAurmg","dots",0.75,"hard"
"XYBg97mNbPsE3LvZ3","dots",0.5,"hard"
"Xvfo9pTPRFTcRWZjk","dots",0.75,"hard"
"YuvzrAZxcQM3iybyi","dots",1,"hard"
"Z6Hs8C578xLyc3mPW","dots",0.25,"hard"
"bLmrD6kL2LcejcDGG","dots",1,"hard"
"bNfX5RtGxcjjEaQnm","dots",0.75,"hard"
"ciXN2wMuNmuSQ39g2","dots",1,"hard"
"eFKFSc7w9LpttzJXf","dots",0.25,"hard"
"eH6KnmqCsvg7MYmLA","dots",1,"hard"
"eneTp6w6pA84Mei59","dots",0.75,"hard"
"fZtpasQDW9KEkvNvm","dots",1,"hard"
"gg3R6eX4snK5WPerg","dots",1,"hard"
"gkKbippZgDj7cmuE5","dots",0.75,"hard"
"gmhXAx3kc6sHGYumc","dots",0.75,"hard"
"gmmuoNCkMmb4GrMiY","dots",1,"hard"
"h5YWLzcpNyYqbXw6v","dots",0.5,"hard"
"iZbujpH9ftg6KsTR6","dots",1,"hard"
"in8NNmBKCnkoLWHvR","dots",1,"hard"
"jXZn9X83ef2JJBFwg","dots",1,"hard"
"jpmvJFJDkAy6Qsaxi","dots",0.25,"hard"
"kR9gXGwgC2SnJsu6q","dots",1,"hard"
"mHBGJAQ8ExL8qY4gi","dots",1,"hard"
"mjy4Mv3a2yGaMpc4E","dots",0.75,"hard"
"nFDdWcuugyswBQCMR","dots",0.75,"hard"
"oA48TCv4sRFG3ocsX","dots",0.75,"hard"
"oTWN3XnRXhqpNGZsP","dots",1,"hard"
"paX4nvBm9jwDpdR2J","dots",0.5,"hard"
"qgzmQ77MB9AKcE9Fy","dots",1,"hard"
"qzH7FmBcioiJyuEnY","dots",1,"hard"
"rdBwKfSNTAKQWpsGh","dots",0.75,"hard"
"rvn8bRwTMatqzgReu","dots",1,"hard"
"s3gy6QAtbGfSsgnXT","dots",0.75,"hard"
"sGYHFWE6HoCL7BoJg","dots",0.25,"hard"
"tjHryQhhrgRv3h48J","dots",0.5,"hard"
"toJyc3up66AxtgvGn","dots",0.75,"hard"
"tu5iL4cwMnkixZFxs","dots",1,"hard"
"uMwnMRnysYSSHpj3X","dots",0.75,"hard"
"vZtpvuvY6fsNSzFsW","dots",1,"hard"
"wC882gjwdsRsQ8iiS","dots",0.25,"hard"
"wGNymGb9TrqzwJTbo","dots",0.75,"hard"
"wThHEfiYtJwhzCsau","dots",0.75,"hard"
"whoCwcBHkH2qigHRq","dots",1,"hard"
"xqXfF5CnyCgkFJ6a3","dots",0.5,"hard"
"y6hCAEa6pDy8Gbm67","dots",0.25,"hard"
"yDuMqTgtWc4G2LQR7","dots",0.75,"hard"
"yqGbGwB4rJziABCxB","dots",0.75,"hard"
