"user","viz","actions","difficulty"
"LzuRw7CoatTcNqkTa","dots",17.75,"medium"
"NQCMNnTz4xWZApaQB","dots",2,"medium"
"NWX67F5zDpwL4WnxW","dots",6,"medium"
"PwEBrnoa3rZjouL34","dots",4.75,"medium"
"QYunZ6tMA7J26vjAd","dots",6.5,"medium"
"So6vS7RTzcjczT2Ez","dots",4.25,"medium"
"TX9Dts9gXNPXMz8rB","dots",6,"medium"
"TkfAAFTqB28dK39oz","dots",7.5,"medium"
"WP5PCfQxB3wEAurmg","dots",8.75,"medium"
"XYBg97mNbPsE3LvZ3","dots",1.5,"medium"
"Xvfo9pTPRFTcRWZjk","dots",5.75,"medium"
"YuvzrAZxcQM3iybyi","dots",5.25,"medium"
"Z6Hs8C578xLyc3mPW","dots",1.75,"medium"
"bLmrD6kL2LcejcDGG","dots",8,"medium"
"bNfX5RtGxcjjEaQnm","dots",8.25,"medium"
"ciXN2wMuNmuSQ39g2","dots",5.5,"medium"
"eFKFSc7w9LpttzJXf","dots",1.25,"medium"
"eH6KnmqCsvg7MYmLA","dots",4.5,"medium"
"eneTp6w6pA84Mei59","dots",10.5,"medium"
"fZtpasQDW9KEkvNvm","dots",6.75,"medium"
"gg3R6eX4snK5WPerg","dots",5,"medium"
"gkKbippZgDj7cmuE5","dots",5.5,"medium"
"gmhXAx3kc6sHGYumc","dots",11.5,"medium"
"gmmuoNCkMmb4GrMiY","dots",12.5,"medium"
"h5YWLzcpNyYqbXw6v","dots",1.25,"medium"
"iZbujpH9ftg6KsTR6","dots",13.25,"medium"
"in8NNmBKCnkoLWHvR","dots",5.25,"medium"
"jXZn9X83ef2JJBFwg","dots",5.25,"medium"
"jpmvJFJDkAy6Qsaxi","dots",1.25,"medium"
"kR9gXGwgC2SnJsu6q","dots",5.75,"medium"
"mHBGJAQ8ExL8qY4gi","dots",7.25,"medium"
"mjy4Mv3a2yGaMpc4E","dots",8,"medium"
"nFDdWcuugyswBQCMR","dots",8.25,"medium"
"oA48TCv4sRFG3ocsX","dots",9.25,"medium"
"oTWN3XnRXhqpNGZsP","dots",6.25,"medium"
"paX4nvBm9jwDpdR2J","dots",3.5,"medium"
"qgzmQ77MB9AKcE9Fy","dots",8.5,"medium"
"qzH7FmBcioiJyuEnY","dots",6.75,"medium"
"rdBwKfSNTAKQWpsGh","dots",8,"medium"
"rvn8bRwTMatqzgReu","dots",5.75,"medium"
"s3gy6QAtbGfSsgnXT","dots",5,"medium"
"sGYHFWE6HoCL7BoJg","dots",9,"medium"
"tjHryQhhrgRv3h48J","dots",9,"medium"
"toJyc3up66AxtgvGn","dots",16.25,"medium"
"tu5iL4cwMnkixZFxs","dots",7,"medium"
"uMwnMRnysYSSHpj3X","dots",9,"medium"
"vZtpvuvY6fsNSzFsW","dots",5,"medium"
"wC882gjwdsRsQ8iiS","dots",1.5,"medium"
"wGNymGb9TrqzwJTbo","dots",7,"medium"
"wThHEfiYtJwhzCsau","dots",8,"medium"
"whoCwcBHkH2qigHRq","dots",12.5,"medium"
"xqXfF5CnyCgkFJ6a3","dots",5.5,"medium"
"y6hCAEa6pDy8Gbm67","dots",6,"medium"
"yDuMqTgtWc4G2LQR7","dots",5.25,"medium"
"yqGbGwB4rJziABCxB","dots",4,"medium"
"28CHCCaX86Minmj7c","chart",5.5,"hard"
"2MRCHFhT65vrXtvJz","chart",6.5,"hard"
"2MejMZLQaWQznRtE2","chart",8.5,"hard"
"45jqgtswH3drmsjx5","chart",10.5,"hard"
"4zRq6hPsqtP7FZbhx","chart",3.25,"hard"
"5JDFvPXkSznwyMAC5","chart",6,"hard"
"6mKtSBrzBBPyic4HP","chart",6,"hard"
"7SnZEt5u4cDaQp3Ti","chart",6,"hard"
"7u5XdW2fvvpQyQEw2","chart",4.25,"hard"
"8GZPtZAAnG8Fm4ciK","chart",14.25,"hard"
"9pdsf5midvhEDBrQa","chart",4.5,"hard"
"BcJjiDTZjYJvWTCe3","chart",7,"hard"
"CKf5XfBAJpfcGsvT2","chart",7.5,"hard"
"D6XMoj2aKSjtJSEJf","chart",5.5,"hard"
"EmzJRiyqRKCougYZN","chart",7.5,"hard"
"Exj6H7bRPSCjPigQm","chart",6.5,"hard"
"G6zbMK6ZZ9JcN7KgD","chart",1.25,"hard"
"GDZ999tSLx7bJTjCH","chart",8,"hard"
"HCJjRGzyJLFgbeDem","chart",7.25,"hard"
"Ke592aJdjyNZ4ntW3","chart",6.25,"hard"
"KmKn9NMEfj2whSPT2","chart",10.5,"hard"
"LsyvaxixbfNLFBxLj","chart",11.75,"hard"
"PKgrWHAhesWh7iJ6z","chart",9.25,"hard"
"PpXojivkwpZLtvhh7","chart",9.5,"hard"
"QzCkGfR5Sqv6EkKD5","chart",6.75,"hard"
"R2xdmvvBWBFZjLLLj","chart",20.25,"hard"
"R3xdYFqaJp4J3wGF7","chart",6.25,"hard"
"RHxAXBeu3bNHSrwrH","chart",6.5,"hard"
"SQGukoGkEKRKRwcDQ","chart",7.75,"hard"
"SRXvtxnkZ3oFdqzLQ","chart",6.25,"hard"
"SbBJYTDgm6FCG7xGG","chart",7,"hard"
"Snxk6v7KGNcD3omw3","chart",8,"hard"
"SyhdSuB4y9NgPMA6H","chart",11.5,"hard"
"W9KmHzPDL9zgejZBv","chart",6.25,"hard"
"WT6eAuzxb2q9D2dKy","chart",8.75,"hard"
"Y8MQD9crBw3XCtvHa","chart",7,"hard"
"Y8eiaT7fnGm8vH2s9","chart",6.75,"hard"
"YL7udNgoFoKPu5hF5","chart",13.25,"hard"
"Yr5Zvv6H9SZSqizrr","chart",6,"hard"
"ZBLBSAhYkJ4YhKXHy","chart",11,"hard"
"ZLTTgMCadn3BcvAuZ","chart",8.5,"hard"
"Zozdc9QR8pqdDuEwD","chart",7.25,"hard"
"ZvNs6QCxpMBYhpfAo","chart",7.25,"hard"
"aKpbREh99H6n95KiC","chart",6.5,"hard"
"bByT7Rh9roCmbqaGC","chart",9,"hard"
"bsEpkh7YojCJLghEd","chart",7.25,"hard"
"cgYyY4fTJXA56ctZL","chart",5.25,"hard"
"cr57saSB3apE9rfTz","chart",6.75,"hard"
"d4WEZyZkMm48TdGgs","chart",9.5,"hard"
"dYCJXPSnQ9T3YobK4","chart",5.5,"hard"
"dZ8KiZZ2E3tazJAkN","chart",5.75,"hard"
"deejY9yj8hNefPrXY","chart",27.5,"hard"
"dmd8zDgoEDghk799k","chart",8.75,"hard"
"g5GEZn5hfoCkLqBLv","chart",9.5,"hard"
"gfs5G7LwXHLy9S5MP","chart",9.75,"hard"
"ghaAPFo6Xv3B9BZLK","chart",6.5,"hard"
"hPNTYGwERATDGDmLd","chart",7.5,"hard"
"iQNwNrzPorJeZRigg","chart",20.75,"hard"
"iZc3BMSXq68FKL3J8","chart",16.5,"hard"
"jW8hRMBPdt2SJEhZK","chart",9,"hard"
"k3iaj4mXTYFhTQGFJ","chart",3.25,"hard"
"kE4E4E2Zi474xtpKz","chart",8.75,"hard"
"mTp5RGkhAozn3pQki","chart",6.5,"hard"
"nisosFZ4dTEcXEdk3","chart",7.25,"hard"
"oS6C28ZBbcjF9ig5X","chart",4.5,"hard"
"op7kCpeMH7kgetiMX","chart",6.25,"hard"
"pBWdGHFmTu4Qw4snK","chart",22.5,"hard"
"pBZkpnAEoktK8YKwE","chart",13,"hard"
"qJgXxS5NHQc7JKZkA","chart",2.5,"hard"
"qtXFYALWvHiRafMvt","chart",7,"hard"
"rd8ivR2ve6AZXcqWp","chart",6.75,"hard"
"rpWb9YHJxpBKBy7pb","chart",9.25,"hard"
"sF9AdTFX7AJhypvCG","chart",13.75,"hard"
"t44ry6X7EnsvdqB6P","chart",10.25,"hard"
"tPBRJZguAyGyNN4H8","chart",9.25,"hard"
"tk8k2evrrS3s6Yw36","chart",1.5,"hard"
"vAm5piEWXfCXNsY7B","chart",5.25,"hard"
"vF4rwKEvi8otv5Pmx","chart",6.75,"hard"
"vKEtys3s8MppqDY9s","chart",8.25,"hard"
"w9xJDy63X4ixWuFvo","chart",7,"hard"
"wHETwTGT8FX5gYBH3","chart",4,"hard"
"xHrZaMN5Gg4n9xQsT","chart",8,"hard"
"xsLJWtHndc8s8WCce","chart",7.25,"hard"
"zncMWhGYQGmJSzXqa","chart",7,"hard"
"2Q34zAD2zTXRBaKu8","series",7.75,"hard"
"2pWSXLKqvCx7eLRHz","series",8.5,"hard"
"44MoHdTtHYg8Qim7C","series",9.5,"hard"
"5jp6HzWG9rMCBuRir","series",7.5,"hard"
"67e6Jh7hWzotbX4Er","series",10.5,"hard"
"6YiN7fLiZ8SDvsbLQ","series",9.25,"hard"
"6zyqucmdag4Xa4iSN","series",9.5,"hard"
"7kwt7pEsqN4qM28QR","series",9.75,"hard"
"7rxAoRJmJHaX26cqT","series",6.75,"hard"
"83NZFPecaGdFaxyyt","series",11,"hard"
"8mqew4zMANoi4fjsz","series",8.25,"hard"
"9bnFuHDpLcZFdwqxW","series",10.5,"hard"
"BgpK75C5uxeoHow2C","series",6.75,"hard"
"CBdaPJBEBq2xTJvgi","series",6.25,"hard"
"CzQsYF2oyREYEL3px","series",7,"hard"
"DAK7qCYagGXaKmTZy","series",5,"hard"
"DpfKW34oXPR9XvjKQ","series",9.25,"hard"
"EB2LaCrRfSNBuQ4vZ","series",6.75,"hard"
"EbtiYzqZtKd68LSjv","series",7.75,"hard"
"Eqn4ype3Z9xvpy6jD","series",23.5,"hard"
"FMACGWEb2mpFmzcy8","series",10.25,"hard"
"FTWQdHzfYQebiCvue","series",8,"hard"
"FqCqdGdj9BARepSne","series",7.5,"hard"
"HR5hGs4XkMDoDYfhQ","series",6,"hard"
"HStqpovWTqfwSwfpC","series",8.25,"hard"
"HSzZRx9bSdXWiRdLk","series",6.25,"hard"
"HYLe8iN7tKsJQZQjt","series",8.25,"hard"
"HpKs8JeagNQCAHcYx","series",5,"hard"
"HttjEXro9w8B2reDD","series",13.75,"hard"
"JqfvicGQJXeeKRJ64","series",7.25,"hard"
"JtNC5LZmmsmt7BrXm","series",6,"hard"
"KBG93DoQC4YeksP73","series",10.75,"hard"
"KDkcqMDJgbEfuyecm","series",9.25,"hard"
"KSaHABwnWq7vMF8ud","series",5,"hard"
"KXyDP5KMrmHR7bWvw","series",8.75,"hard"
"KeeScEwzE7d7Y8pjM","series",9,"hard"
"Ks7TdoNZwHMhapYuY","series",16,"hard"
"L6hhWSmzt5Gre4bMc","series",9,"hard"
"NLnWB24ANhreeNFuh","series",4.5,"hard"
"NZrcevWgubZ6E9Lc4","series",7.75,"hard"
"NisupxDZ8oQayBpB5","series",9.75,"hard"
"NzaXeMLv7jexivZFF","series",9.75,"hard"
"SQHrrqMRPZPWfD6d3","series",11,"hard"
"SphgvbbrKkYNYaWNd","series",5,"hard"
"TJadZckir3gGdGQj9","series",8,"hard"
"TZKHo2T9ywkiKhPyX","series",10.75,"hard"
"TbhJt2kCMtWXJ387e","series",6,"hard"
"W7XciYuzprjnwgbTP","series",6.5,"hard"
"WW9zqyfyPHjFS6fPR","series",12.75,"hard"
"We3Btupw8RnuCSnYC","series",9,"hard"
"YDbqWAi595CRKxbjf","series",6.75,"hard"
"YJzWPZRYPHG3rRrBw","series",10,"hard"
"YSX6542MwRYTZdDFW","series",11.75,"hard"
"Z3aTLPbG8wvPy6TzA","series",9.25,"hard"
"ZHNtTdcsi2rTaqr3H","series",7.25,"hard"
"ZinxDRBpTmbfPbyh3","series",26,"hard"
"anADbMMrWqwy5fpXL","series",11,"hard"
"dLfWKPg4vzZENza7s","series",8,"hard"
"dtQA2mR79kEjZbCtx","series",8.75,"hard"
"eJLcPS8n3aLYMZetQ","series",8.5,"hard"
"eWYf558HzqZYTLXjd","series",11.5,"hard"
"eneKDk3QDTpghzkg5","series",8.5,"hard"
"fJ9m7KSykZNBKraP9","series",15,"hard"
"fnybrL5hbku3RuxsW","series",7,"hard"
"fqMr9DzgADfvbhEFP","series",9.5,"hard"
"g8752kBeS4S7Q2bFZ","series",10,"hard"
"gjHnYbyFFisfigApY","series",7.75,"hard"
"hgYDJshRwxs7egfvX","series",10.5,"hard"
"iACT8Wc9PosXt7xH6","series",6,"hard"
"jT3SAdPp5gfHr4k4n","series",10.75,"hard"
"jbuSnNTzpPv7iQPGq","series",8.5,"hard"
"kJCFGZGPqBPM5NiEu","series",7.5,"hard"
"kuA7hMBw2iFfwZ9fw","series",7,"hard"
"mh9p2kSQWvM8uAEK7","series",7.25,"hard"
"nAPiCihqksXL2XbTM","series",7.75,"hard"
"nPCqhcMdGm39zbLEe","series",7,"hard"
"nnqqJDqAKBySbdvdE","series",5.5,"hard"
"obXkTyEzXzSrubofE","series",6.75,"hard"
"qNMBxhDWJv2wbJPzh","series",9,"hard"
"qZwnWqNYBMnLCHzz2","series",9.75,"hard"
"qjzv49dPMBpv5LSyA","series",6.75,"hard"
"rP3cpBASPsit6sCMQ","series",7.25,"hard"
"sndaJBRShTy4bzbPq","series",7.25,"hard"
"stmcDKF2QPkaxzcxZ","series",11.5,"hard"
"uTbjZ8i4j5enGeHvQ","series",5.5,"hard"
"uf8PMATFx4hCcscLz","series",6.75,"hard"
"vF6k2cJjTXN2jH9Jj","series",8.5,"hard"
"vSzr7miAEFuvzip2b","series",11,"hard"
"vTe2CEZbj9q8wkhYc","series",11.75,"hard"
"vhAsiBXaDHghxPSTn","series",5.5,"hard"
"wHpjq3hzhkJu5kNHm","series",12,"hard"
"wRfXsATRbv699hZeG","series",6.25,"hard"
"wpHaTDLSHxwWcei3T","series",8.25,"hard"
"wsybRyehJdJyxLfCS","series",1.25,"hard"
"wtNK7f3ZzgkWHgCEN","series",7,"hard"
"wyjoPhnY2LzWWZAAh","series",6,"hard"
"xrzoyr6xvKMK57tSi","series",6,"hard"
"yMWvDqhxa73veYGvv","series",8,"hard"
"44Q3cDweeZi2KdNrQ","dots",9,"hard"
"49wAhBNrW23jx3XXn","dots",6.5,"hard"
"4k5RPShwnGPRsGyT5","dots",6.25,"hard"
"4yFSjAcLo8Xpb5NBr","dots",12.5,"hard"
"565FWNPmM73esEnv7","dots",14,"hard"
"5L4DdJBz8gq2Fug2c","dots",11.75,"hard"
"6bJLH7KTRKX24rdzY","dots",7.75,"hard"
"6hgn73CdCNRrsor7j","dots",5.75,"hard"
"6saGvz5mG5TgySvef","dots",9.25,"hard"
"6uWMQQ6rvPijqaHNb","dots",8.5,"hard"
"6w7CZYGQNDrpj7Dfp","dots",1.75,"hard"
"7mkiJ4PwnZGd2X5r3","dots",7,"hard"
"7sxqmnM8jPLCjgvur","dots",7.25,"hard"
"BGRvy45SSZdLGcDG9","dots",7,"hard"
"BRKEpiDsoBxXrNKWE","dots",11,"hard"
"ChMyMnHcj3MDEjgQT","dots",6.75,"hard"
"DAF22qWpCZ47gHCzY","dots",1.5,"hard"
"DejXtMhqHs5NKZnzH","dots",8.25,"hard"
"G6dBvgqckNkQ6g2gB","dots",12,"hard"
"GEZt6ZhsCGbMQtuXb","dots",14.75,"hard"
"GJs3xFDrbmEwXYAkh","dots",7.5,"hard"
"GM4BbQSYSjxzjrERS","dots",9,"hard"
"JTxorRPnKEGqjSq4K","dots",7.75,"hard"
"Je8XpG9m9hC9hToY4","dots",15.25,"hard"
"JkH5ARHNWebYz6nGM","dots",8.75,"hard"
"JodzAGSWFtbvdeSqk","dots",1,"hard"
"KT37QyJpjP4JnFivG","dots",7.75,"hard"
"LHMtg4o7REozFZQst","dots",8.25,"hard"
"LzuRw7CoatTcNqkTa","dots",16.25,"hard"
"NQCMNnTz4xWZApaQB","dots",2,"hard"
"NWX67F5zDpwL4WnxW","dots",7,"hard"
"PwEBrnoa3rZjouL34","dots",7.75,"hard"
"QYunZ6tMA7J26vjAd","dots",7.75,"hard"
"So6vS7RTzcjczT2Ez","dots",4.5,"hard"
"TX9Dts9gXNPXMz8rB","dots",3.5,"hard"
"TkfAAFTqB28dK39oz","dots",4.75,"hard"
"WP5PCfQxB3wEAurmg","dots",5.25,"hard"
"XYBg97mNbPsE3LvZ3","dots",2.75,"hard"
"Xvfo9pTPRFTcRWZjk","dots",6.5,"hard"
"YuvzrAZxcQM3iybyi","dots",8.5,"hard"
"Z6Hs8C578xLyc3mPW","dots",1.25,"hard"
"bLmrD6kL2LcejcDGG","dots",12.5,"hard"
"bNfX5RtGxcjjEaQnm","dots",12.25,"hard"
"ciXN2wMuNmuSQ39g2","dots",7.5,"hard"
"eFKFSc7w9LpttzJXf","dots",1.25,"hard"
"eH6KnmqCsvg7MYmLA","dots",6.5,"hard"
"eneTp6w6pA84Mei59","dots",14.25,"hard"
"fZtpasQDW9KEkvNvm","dots",7.5,"hard"
"gg3R6eX4snK5WPerg","dots",5.75,"hard"
"gkKbippZgDj7cmuE5","dots",6,"hard"
"gmhXAx3kc6sHGYumc","dots",7.75,"hard"
"gmmuoNCkMmb4GrMiY","dots",10,"hard"
"h5YWLzcpNyYqbXw6v","dots",1.25,"hard"
"iZbujpH9ftg6KsTR6","dots",8.5,"hard"
"in8NNmBKCnkoLWHvR","dots",7.75,"hard"
"jXZn9X83ef2JJBFwg","dots",7.25,"hard"
"jpmvJFJDkAy6Qsaxi","dots",2.25,"hard"
"kR9gXGwgC2SnJsu6q","dots",5.75,"hard"
"mHBGJAQ8ExL8qY4gi","dots",7,"hard"
"mjy4Mv3a2yGaMpc4E","dots",6,"hard"
"nFDdWcuugyswBQCMR","dots",9.75,"hard"
"oA48TCv4sRFG3ocsX","dots",10.5,"hard"
"oTWN3XnRXhqpNGZsP","dots",4.75,"hard"
"paX4nvBm9jwDpdR2J","dots",9.5,"hard"
"qgzmQ77MB9AKcE9Fy","dots",9.25,"hard"
"qzH7FmBcioiJyuEnY","dots",8.75,"hard"
"rdBwKfSNTAKQWpsGh","dots",13.25,"hard"
"rvn8bRwTMatqzgReu","dots",8.25,"hard"
"s3gy6QAtbGfSsgnXT","dots",5.75,"hard"
"sGYHFWE6HoCL7BoJg","dots",10.75,"hard"
"tjHryQhhrgRv3h48J","dots",7.5,"hard"
"toJyc3up66AxtgvGn","dots",16.5,"hard"
"tu5iL4cwMnkixZFxs","dots",5,"hard"
"uMwnMRnysYSSHpj3X","dots",11.5,"hard"
"vZtpvuvY6fsNSzFsW","dots",7,"hard"
"wC882gjwdsRsQ8iiS","dots",1,"hard"
"wGNymGb9TrqzwJTbo","dots",6.75,"hard"
"wThHEfiYtJwhzCsau","dots",9.25,"hard"
"whoCwcBHkH2qigHRq","dots",5.5,"hard"
"xqXfF5CnyCgkFJ6a3","dots",6.75,"hard"
"y6hCAEa6pDy8Gbm67","dots",5,"hard"
"yDuMqTgtWc4G2LQR7","dots",10,"hard"
"yqGbGwB4rJziABCxB","dots",8,"hard"
