"user","viz","speed","difficulty"
"77KtRQutp99JMKJwD","dots",70.41325,"easy"
"7GXgCz7Go95qTbRce","dots",114.703,"easy"
"BnbtFpPvRuYfAdpYN","dots",59.0685,"easy"
"CA5xS7Nq56pMioKzB","dots",62.20675,"easy"
"EEmWu4X3YQuDbErED","dots",68.38925,"easy"
"Gt2GxvdyBNaPGqcmE","dots",28.51075,"easy"
"HjdLX33xpiCLh75mZ","dots",34.779,"easy"
"J4bRPSnhTfc7sQA2Y","dots",58.302,"easy"
"JHcaqTgSWv8ht7Zch","dots",99.389,"easy"
"JXd3L2ZAaKk93vqf5","dots",37.2125,"easy"
"KTpX2Ch4kDTYCpREs","dots",54.457,"easy"
"Lf34EiiyFH9v4earA","dots",72.33475,"easy"
"P5CXiwPHSyYMAnZ9q","dots",62.18775,"easy"
"PPTDwWFB3x89cfJ62","dots",108.491,"easy"
"PYZKwDh6EPsmXCwBH","dots",71.398,"easy"
"Q7tqY7v3qTCTZpPov","dots",50.0585,"easy"
"QC5CAtSGLrMGWoddJ","dots",89.88375,"easy"
"QmYRG24m67s3RZ2hA","dots",144.126,"easy"
"QzcrKqfgWMxPHbBGu","dots",92.26625,"easy"
"RsBSQPq8gPAy9GRyY","dots",58.14425,"easy"
"RynsssJY5QArKkYwL","dots",46.05975,"easy"
"T3Awsz2mJfufhe2To","dots",57.17325,"easy"
"TvjgdQiSWYAmJvKcK","dots",35.426,"easy"
"XPArDBGapfrz4N45c","dots",100.52625,"easy"
"Y3CgSbxKHxqyGsgCd","dots",41.41,"easy"
"YNDbrrFTtu6a9mksv","dots",76.774,"easy"
"aPayCz3H3CxXSvQ88","dots",79.8025,"easy"
"bZ48dWnRzW4x8Z27C","dots",77.37925,"easy"
"bdoFcNS8GmtufccH3","dots",25.95025,"easy"
"becdkK7sXapRRALWn","dots",73.3945,"easy"
"dNFwJXrFfoWxjrLD8","dots",27.96775,"easy"
"do6WBMEkF4c69LoCY","dots",44.6175,"easy"
"dxzbcACHmXmH32crW","dots",53.50225,"easy"
"eWfxHMR4f2ZwbivAc","dots",45.52175,"easy"
"es47YwR3cjiG8zN5Q","dots",47.82675,"easy"
"fit2d2FdLfjtTFFXi","dots",53.98775,"easy"
"jFLTvdMXkduoZ5FWq","dots",76.8105,"easy"
"k4WaCsMwLW5HgfsWH","dots",44.4545,"easy"
"k7CaR8sHMRoGWRE8s","dots",76.275,"easy"
"kLKvgkXFiMTsyG6x9","dots",51.27175,"easy"
"kbpbErs3ntivuaXo5","dots",115.65175,"easy"
"n2PHs2jYdgzP984df","dots",94.16775,"easy"
"oB78DWRH65xKAh7iX","dots",61.11525,"easy"
"onfiXnMn5crvkJhmp","dots",86.6815,"easy"
"orznAgq52iPAZW2Gj","dots",78.08875,"easy"
"pTWdiRycrFuEM7Msx","dots",136.0385,"easy"
"q4BeJcAgJScQrDshx","dots",69.364,"easy"
"qPeYLf7hGCaX9PccK","dots",54.99025,"easy"
"qmmwXtpiAC6Cv7PEB","dots",60.9235,"easy"
"qu7BoNB8B2jM96Tce","dots",50.87075,"easy"
"r2Zi8nWky4RAJxPvf","dots",52.1025,"easy"
"rJN3dky3R9Gx7AMG4","dots",52.85625,"easy"
"3NXNbigM76nQKAs89","chart",74.43575,"medium"
"3cZwuTXWPouEuqe9y","chart",62.26675,"medium"
"57zdiZK38YnEcLrXp","chart",183.91275,"medium"
"8HTePmjPLTLT5f3HZ","chart",30.65425,"medium"
"9M5H84ahykKNs7Ja6","chart",155.782,"medium"
"9agXJZdg9R5W8spwF","chart",86.31325,"medium"
"A8ppFqrxQHpgk3MzE","chart",46.9905,"medium"
"AL4dRc3qJ2uhrp7rE","chart",47.945,"medium"
"AMh3TgppBHmzPL9iD","chart",138.86725,"medium"
"AwRr7nMbybTLF4mQA","chart",46,"medium"
"B4oDhv6EgeaKp3MYf","chart",29.22075,"medium"
"C8uxJpFgPGc78h28h","chart",171.61675,"medium"
"Cm7MWdJ2tFXu4wF7d","chart",132.28475,"medium"
"Cwp6FFWujWJRktXw9","chart",47.2215,"medium"
"DzJYRt9TL6xTyC8wA","chart",38.82075,"medium"
"EJAkESF8jksJPoAEg","chart",81.39475,"medium"
"KeQoR9bNowmKCKzvu","chart",37.08975,"medium"
"Ky3yuBfd2RKkD6h7z","chart",79.432,"medium"
"LvF8kX7yJ4FeHMK9w","chart",29.72325,"medium"
"MK96LdywSXKk6yfb7","chart",89.72575,"medium"
"NoQhQnJxHAoDAaumx","chart",102.919,"medium"
"PsQ9F7kF2KdYbyvET","chart",49.942,"medium"
"Skh2fCDyZAMRf7NQT","chart",132.35875,"medium"
"THgK9emkLiA342cgM","chart",46.33925,"medium"
"TL5XJLtaMeN8PnNNA","chart",94.94025,"medium"
"TRNhRRY9Pmsh8zNay","chart",119.9345,"medium"
"Tr7NqkSqoiscHmNSY","chart",50.24775,"medium"
"WajBF7PM7wJCenux5","chart",44.95425,"medium"
"Wrj78XYmTRq7a6oz8","chart",74.8305,"medium"
"WwbAP4Yb8zx33vyWG","chart",34.57325,"medium"
"Y6eqSXtpoJEyHQq2w","chart",88.323,"medium"
"YMahh8fY3JjTXxK7y","chart",47.123,"medium"
"YQB4KCyQkfmagQhBK","chart",131.82175,"medium"
"Ye65yB8imJSNsDvjk","chart",27.69325,"medium"
"ZKYJkThFGEvK8hYmH","chart",52.96825,"medium"
"ahrfcQkgKqWz8Ek3F","chart",106.4555,"medium"
"bmH9nMDCxXucKruGo","chart",21.286,"medium"
"bya8aym4ESWqqmKz6","chart",57.12725,"medium"
"cgsEZnFz5vQCBeGGF","chart",52.833,"medium"
"dY5LTBLoGB7usQKzM","chart",46.23175,"medium"
"fqEXNiakpJomYPJcM","chart",80.07,"medium"
"gpBmdRkRZjZ2LrKkP","chart",110.23075,"medium"
"iDm6WLBzx5sPjZNd7","chart",33.87725,"medium"
"iKNrg6Y9DgKobHN3H","chart",52.9925,"medium"
"iLuNhE8pcfbotoG4X","chart",37.68825,"medium"
"jkkbEENQsL6S4sSsW","chart",164.1945,"medium"
"kMM33M7BMLMciZmzo","chart",29.09125,"medium"
"kvedfrfTtmZXL8uqw","chart",37.99175,"medium"
"n64KKj2WgY4MFqCR8","chart",24.90875,"medium"
"n9tRymw2b29xNXNQw","chart",94.226,"medium"
"nZgAfxxLXB9NQ3Fc3","chart",63.47775,"medium"
"oDRjW22eKjuDwoWCz","chart",74.707,"medium"
"p96CHPyE26CXFbzAy","chart",39.44025,"medium"
"rXh8hBQFL2mwnymZR","chart",38.34975,"medium"
"rsapax3ByCh3AFkfZ","chart",33.57975,"medium"
"tG82Mr6tM4vPTp4rW","chart",68.6495,"medium"
"3CJzKE2sMHYYpv4ZJ","map",37.338,"medium"
"4aGdhs8S6FR22xJRk","map",32.58425,"medium"
"4uPWPfYrqf62aZDHu","map",54.55875,"medium"
"6RqvhJwruPeaq5Wiu","map",28.01175,"medium"
"85AnrXnvyx6DGzS3E","map",50.227,"medium"
"85aK5nhYqcZsduee9","map",198.417,"medium"
"8oncgLBTZtRGzmjQc","map",49.5615,"medium"
"A6ukt8wTXoscrga56","map",104.99675,"medium"
"AGYsTWawDsrb6PqzD","map",25.39125,"medium"
"CjMr943yDJzT5MMxM","map",103.049,"medium"
"DgNeQjdZpdJmc3kRR","map",108.156,"medium"
"DmcvWpTgM6swZQgXk","map",72.553,"medium"
"EmD2qtgL4Q9tJJzCw","map",63.6675,"medium"
"EyggG4F5ytBcAnDYi","map",9.2585,"medium"
"Ez4sXXorW4sK6fHmd","map",40.26,"medium"
"FotaBu7ND6CmG7iWW","map",110.17475,"medium"
"GGLzbJeQn8ZrZwkcc","map",74.152,"medium"
"HFmDnjZkNekoPaKDt","map",94.5015,"medium"
"JJBwJoErRELYD3otD","map",49.013,"medium"
"K3ZDZRLjkQFqxZ64h","map",46.1645,"medium"
"LLkmXNFjd9Xekzsbe","map",123.43825,"medium"
"LWb6ehf8PAdrDnMt5","map",29.89,"medium"
"NBRmsMXC9YC3nJYpM","map",58.652,"medium"
"Noexq9g9tg5XrNG8N","map",24.07625,"medium"
"NzW69rumdPRYDXo8D","map",42.61825,"medium"
"PdXnETv6jAK23hYpp","map",43.41625,"medium"
"Qzb5Xx3mKo8Mkvb24","map",41.6445,"medium"
"R3orCFiwipaEJZjgy","map",51.39625,"medium"
"RaCmgFxpJoaKvF8Fg","map",73.7385,"medium"
"TScYrFrZZMHzjZpC3","map",49.45225,"medium"
"TftxzvxgmKZTyvRqG","map",54.90625,"medium"
"TiDZBcGFScRA4NTE8","map",47.3215,"medium"
"WXyXqZ6LB2NgLAoAN","map",56.3765,"medium"
"Wm5caAkfs4zYSx7rs","map",78.292,"medium"
"XK7HZszKh5DB5nkf4","map",81.06675,"medium"
"XauekjSJ4jgTEm9NX","map",9.837,"medium"
"Xj2DMiLHrcZKT93Dz","map",90.49625,"medium"
"XnY2aHcsk8cbQbF7Y","map",84.9,"medium"
"YDBqnjgjFRC7ZvpeY","map",41.81875,"medium"
"Z85BhuzTR3dAsKXMR","map",41.13075,"medium"
"aZuNFzhZxECm9nNeE","map",47.557,"medium"
"aa4meRBmZ9SH3HkPH","map",48.96475,"medium"
"ac6KP6GuesR5dHrzX","map",40.40475,"medium"
"axrm2f7L6xv89QmN9","map",63.93925,"medium"
"cm2dKrt5FiSdPQYD2","map",63.8015,"medium"
"cngZsBZX5N9fjXp9i","map",55.1295,"medium"
"d5beoXxKBdTu4Jdn7","map",100.87125,"medium"
"dACHxFDBRPwvDYFrD","map",55.14425,"medium"
"dj6j7dNuabvZYM7qf","map",64.652,"medium"
"e572swucWvLEMxmWH","map",59.0255,"medium"
"iD2k42rucGqSihRyD","map",99.54675,"medium"
"jXvgedbwf2zPTFvMz","map",73.5595,"medium"
"mcBBdABuErZtd5SQt","map",40.97125,"medium"
"mow3tQCjYGvuuJtM9","map",27.51025,"medium"
"nDxPzaK8WbyEDQbSL","map",70.23775,"medium"
"o8h2y3NSZ3TiFmEuA","map",50.9765,"medium"
"oZgA7zMzJYw8w7i2K","map",41.51575,"medium"
"p4EgJtcC9FFTXFYj4","map",62.01375,"medium"
"pFGds9sCShxFpigme","map",62.99125,"medium"
"pNpPxpSZf4kRk7Pwf","map",49.11175,"medium"
"pbchkZEmGwsfjhJMe","map",34.28775,"medium"
"pn5HHxd2JYRfeeTq2","map",74.16525,"medium"
"4LNR8zsfngckTHwgs","dots",47.8325,"medium"
"4Z4hJFxsL4vtRWGqv","dots",46.8435,"medium"
"4b8y692Tb8BxsK8Lm","dots",47.1095,"medium"
"4bHzrqd3Kx4nAQDTg","dots",54.73625,"medium"
"4cekzyN5zuwojmnci","dots",37.36975,"medium"
"5qxdMLFYgbsEGJ9tD","dots",104.337,"medium"
"75QZK5nw8m4DfumgR","dots",38.4335,"medium"
"77KtRQutp99JMKJwD","dots",57.3805,"medium"
"7GXgCz7Go95qTbRce","dots",55.722,"medium"
"BnbtFpPvRuYfAdpYN","dots",57.5425,"medium"
"CA5xS7Nq56pMioKzB","dots",47.00575,"medium"
"EEmWu4X3YQuDbErED","dots",50.07675,"medium"
"Gt2GxvdyBNaPGqcmE","dots",26.163,"medium"
"HjdLX33xpiCLh75mZ","dots",27.8725,"medium"
"J4bRPSnhTfc7sQA2Y","dots",81.25475,"medium"
"JHcaqTgSWv8ht7Zch","dots",89.7805,"medium"
"JXd3L2ZAaKk93vqf5","dots",29.867,"medium"
"KTpX2Ch4kDTYCpREs","dots",30.88975,"medium"
"Lf34EiiyFH9v4earA","dots",55.6575,"medium"
"P5CXiwPHSyYMAnZ9q","dots",24.4185,"medium"
"PPTDwWFB3x89cfJ62","dots",78.565,"medium"
"PYZKwDh6EPsmXCwBH","dots",52.329,"medium"
"Q7tqY7v3qTCTZpPov","dots",56.69025,"medium"
"QC5CAtSGLrMGWoddJ","dots",67.19275,"medium"
"QmYRG24m67s3RZ2hA","dots",75.31875,"medium"
"QzcrKqfgWMxPHbBGu","dots",63.08725,"medium"
"RsBSQPq8gPAy9GRyY","dots",56.1975,"medium"
"RynsssJY5QArKkYwL","dots",46.36825,"medium"
"T3Awsz2mJfufhe2To","dots",62.19025,"medium"
"TvjgdQiSWYAmJvKcK","dots",39.53775,"medium"
"XPArDBGapfrz4N45c","dots",52.13625,"medium"
"Y3CgSbxKHxqyGsgCd","dots",64.97775,"medium"
"YNDbrrFTtu6a9mksv","dots",94.21775,"medium"
"aPayCz3H3CxXSvQ88","dots",74.1985,"medium"
"bZ48dWnRzW4x8Z27C","dots",42.1155,"medium"
"bdoFcNS8GmtufccH3","dots",43.33975,"medium"
"becdkK7sXapRRALWn","dots",64.98525,"medium"
"dNFwJXrFfoWxjrLD8","dots",33.4555,"medium"
"do6WBMEkF4c69LoCY","dots",26.37375,"medium"
"dxzbcACHmXmH32crW","dots",45.1205,"medium"
"eWfxHMR4f2ZwbivAc","dots",94.12125,"medium"
"es47YwR3cjiG8zN5Q","dots",58.09025,"medium"
"fit2d2FdLfjtTFFXi","dots",68.83175,"medium"
"jFLTvdMXkduoZ5FWq","dots",64.616,"medium"
"k4WaCsMwLW5HgfsWH","dots",66.864,"medium"
"k7CaR8sHMRoGWRE8s","dots",63.0915,"medium"
"kLKvgkXFiMTsyG6x9","dots",45.184,"medium"
"kbpbErs3ntivuaXo5","dots",78.11325,"medium"
"n2PHs2jYdgzP984df","dots",128.27575,"medium"
"oB78DWRH65xKAh7iX","dots",33.5085,"medium"
"onfiXnMn5crvkJhmp","dots",82.8885,"medium"
"orznAgq52iPAZW2Gj","dots",86.2465,"medium"
"pTWdiRycrFuEM7Msx","dots",87.22375,"medium"
"q4BeJcAgJScQrDshx","dots",40.45,"medium"
"qPeYLf7hGCaX9PccK","dots",81.3335,"medium"
"qmmwXtpiAC6Cv7PEB","dots",53.3705,"medium"
"qu7BoNB8B2jM96Tce","dots",63.75475,"medium"
"r2Zi8nWky4RAJxPvf","dots",45.4985,"medium"
"rJN3dky3R9Gx7AMG4","dots",122.5305,"medium"
"3NXNbigM76nQKAs89","chart",137.33675,"hard"
"3cZwuTXWPouEuqe9y","chart",35.52975,"hard"
"57zdiZK38YnEcLrXp","chart",44.64875,"hard"
"8HTePmjPLTLT5f3HZ","chart",19.8035,"hard"
"9M5H84ahykKNs7Ja6","chart",48.6795,"hard"
"9agXJZdg9R5W8spwF","chart",81.602,"hard"
"A8ppFqrxQHpgk3MzE","chart",36.21675,"hard"
"AL4dRc3qJ2uhrp7rE","chart",80.6225,"hard"
"AMh3TgppBHmzPL9iD","chart",80.21925,"hard"
"AwRr7nMbybTLF4mQA","chart",38.481,"hard"
"B4oDhv6EgeaKp3MYf","chart",22.59775,"hard"
"C8uxJpFgPGc78h28h","chart",116.294,"hard"
"Cm7MWdJ2tFXu4wF7d","chart",104.37625,"hard"
"Cwp6FFWujWJRktXw9","chart",57.01025,"hard"
"DzJYRt9TL6xTyC8wA","chart",34.74475,"hard"
"EJAkESF8jksJPoAEg","chart",48.0255,"hard"
"KeQoR9bNowmKCKzvu","chart",72.47675,"hard"
"Ky3yuBfd2RKkD6h7z","chart",59.46575,"hard"
"LvF8kX7yJ4FeHMK9w","chart",30.74825,"hard"
"MK96LdywSXKk6yfb7","chart",103.70025,"hard"
"NoQhQnJxHAoDAaumx","chart",49.179,"hard"
"PsQ9F7kF2KdYbyvET","chart",79.43575,"hard"
"Skh2fCDyZAMRf7NQT","chart",51.20775,"hard"
"THgK9emkLiA342cgM","chart",42.06025,"hard"
"TL5XJLtaMeN8PnNNA","chart",117.31225,"hard"
"TRNhRRY9Pmsh8zNay","chart",60.956,"hard"
"Tr7NqkSqoiscHmNSY","chart",24.087,"hard"
"WajBF7PM7wJCenux5","chart",30.21325,"hard"
"Wrj78XYmTRq7a6oz8","chart",81.88875,"hard"
"WwbAP4Yb8zx33vyWG","chart",26.465,"hard"
"Y6eqSXtpoJEyHQq2w","chart",56.682,"hard"
"YMahh8fY3JjTXxK7y","chart",14.665,"hard"
"YQB4KCyQkfmagQhBK","chart",39.73275,"hard"
"Ye65yB8imJSNsDvjk","chart",19.955,"hard"
"ZKYJkThFGEvK8hYmH","chart",31.53825,"hard"
"ahrfcQkgKqWz8Ek3F","chart",90.763,"hard"
"bmH9nMDCxXucKruGo","chart",10.4765,"hard"
"bya8aym4ESWqqmKz6","chart",57.803,"hard"
"cgsEZnFz5vQCBeGGF","chart",68.443,"hard"
"dY5LTBLoGB7usQKzM","chart",17.768,"hard"
"fqEXNiakpJomYPJcM","chart",43.59025,"hard"
"gpBmdRkRZjZ2LrKkP","chart",85.6885,"hard"
"iDm6WLBzx5sPjZNd7","chart",48.834,"hard"
"iKNrg6Y9DgKobHN3H","chart",56.477,"hard"
"iLuNhE8pcfbotoG4X","chart",81.25625,"hard"
"jkkbEENQsL6S4sSsW","chart",97.80275,"hard"
"kMM33M7BMLMciZmzo","chart",42.76475,"hard"
"kvedfrfTtmZXL8uqw","chart",78.98075,"hard"
"n64KKj2WgY4MFqCR8","chart",26.59725,"hard"
"n9tRymw2b29xNXNQw","chart",150.9775,"hard"
"nZgAfxxLXB9NQ3Fc3","chart",47.538,"hard"
"oDRjW22eKjuDwoWCz","chart",45.9815,"hard"
"p96CHPyE26CXFbzAy","chart",50.1075,"hard"
"rXh8hBQFL2mwnymZR","chart",27.08925,"hard"
"rsapax3ByCh3AFkfZ","chart",23.349,"hard"
"tG82Mr6tM4vPTp4rW","chart",46.2545,"hard"
"3CJzKE2sMHYYpv4ZJ","map",18.23925,"hard"
"4aGdhs8S6FR22xJRk","map",17.36175,"hard"
"4uPWPfYrqf62aZDHu","map",51.504,"hard"
"6RqvhJwruPeaq5Wiu","map",41.08225,"hard"
"85AnrXnvyx6DGzS3E","map",29.043,"hard"
"85aK5nhYqcZsduee9","map",127.00575,"hard"
"8oncgLBTZtRGzmjQc","map",129.01225,"hard"
"A6ukt8wTXoscrga56","map",59.80075,"hard"
"AGYsTWawDsrb6PqzD","map",20.36775,"hard"
"CjMr943yDJzT5MMxM","map",61.74025,"hard"
"DgNeQjdZpdJmc3kRR","map",48.8575,"hard"
"DmcvWpTgM6swZQgXk","map",86.394,"hard"
"EmD2qtgL4Q9tJJzCw","map",29.30625,"hard"
"EyggG4F5ytBcAnDYi","map",10.63075,"hard"
"Ez4sXXorW4sK6fHmd","map",63.1915,"hard"
"FotaBu7ND6CmG7iWW","map",51.77825,"hard"
"GGLzbJeQn8ZrZwkcc","map",59.04025,"hard"
"HFmDnjZkNekoPaKDt","map",84.37475,"hard"
"JJBwJoErRELYD3otD","map",64.35,"hard"
"K3ZDZRLjkQFqxZ64h","map",31.1085,"hard"
"LLkmXNFjd9Xekzsbe","map",45.9205,"hard"
"LWb6ehf8PAdrDnMt5","map",24.66925,"hard"
"NBRmsMXC9YC3nJYpM","map",28.8565,"hard"
"Noexq9g9tg5XrNG8N","map",36.45275,"hard"
"NzW69rumdPRYDXo8D","map",22.08125,"hard"
"PdXnETv6jAK23hYpp","map",21.18675,"hard"
"Qzb5Xx3mKo8Mkvb24","map",48.92625,"hard"
"R3orCFiwipaEJZjgy","map",39.88575,"hard"
"RaCmgFxpJoaKvF8Fg","map",75.059,"hard"
"TScYrFrZZMHzjZpC3","map",37.65975,"hard"
"TftxzvxgmKZTyvRqG","map",115.21375,"hard"
"TiDZBcGFScRA4NTE8","map",32.64825,"hard"
"WXyXqZ6LB2NgLAoAN","map",29.05975,"hard"
"Wm5caAkfs4zYSx7rs","map",112.27075,"hard"
"XK7HZszKh5DB5nkf4","map",63.61375,"hard"
"XauekjSJ4jgTEm9NX","map",11.8525,"hard"
"Xj2DMiLHrcZKT93Dz","map",43.65275,"hard"
"XnY2aHcsk8cbQbF7Y","map",61.99175,"hard"
"YDBqnjgjFRC7ZvpeY","map",48.43525,"hard"
"Z85BhuzTR3dAsKXMR","map",61.37625,"hard"
"aZuNFzhZxECm9nNeE","map",28.6705,"hard"
"aa4meRBmZ9SH3HkPH","map",51.87075,"hard"
"ac6KP6GuesR5dHrzX","map",26.284,"hard"
"axrm2f7L6xv89QmN9","map",56.3695,"hard"
"cm2dKrt5FiSdPQYD2","map",40.34725,"hard"
